st,2030
CA,0.571429838
CO,0.469758563
CT,0.435204934
IL,0.348585112
MA,0.641127804
ME,0.760137321
MI,0.608333333
MN,0.742765523
NC,0.405991998
NE,0
NM,0
NV,0.435675577
NY,0.7
OR,0.54833051
VA,0.440359434
WA,1
